green_initiative,employees,man_exp,foreign,fin_obst,,green_strategy,energy_tax,sector
Green,160,35,Domestic,Minor obstcale,,Yes,No,Food
Green,140,30,Domestic,No obstcale,,Yes,No,Food
Green,140,40,Domestic,No obstcale,,No,No,Food
Green,200,50,Domestic,No obstcale,,No,No,Food
Green,120,30,Domestic,Minor obstcale,,Yes,Yes,Food
Green,134,40,Foreign,Major obstcale,,Yes,Yes,Food
Green,200,30,Domestic,Moderate obstcale,,Yes,No,Food
Green,119,30,Domestic,Moderate obstcale,,Yes,Yes,Food
Green,106,40,Domestic,Major obstcale,,No,No,Food
Green,140,22,Domestic,Minor obstcale,,Yes,No,Food
Green,70,40,Domestic,Moderate obstcale,,No,No,Food
Green,120,30,Domestic,Moderate obstcale,,No,Yes,Food
Green,180,30,Domestic,Moderate obstcale,,Yes,No,Food
Green,180,60,Domestic,No obstcale,,No,Yes,Food
Green,120,35,Domestic,No obstcale,,No,Yes,Food
Green,250,40,Domestic,Minor obstcale,,Yes,No,Food
Green,153,38,Domestic,Moderate obstcale,,Yes,No,Food
Green,105,36,Domestic,Moderate obstcale,,Yes,No,Food
Green,110,50,Domestic,Minor obstcale,,No,No,Food
Green,200,50,Domestic,No obstcale,,No,No,Food
Green,100,40,Domestic,No obstcale,,No,No,Food
Green,200,60,Domestic,No obstcale,,Yes,No,Manufacturing
Green,250,60,Domestic,No obstcale,,No,No,Manufacturing
Green,150,30,Domestic,Minor obstcale,,Yes,No,Manufacturing
Green,235,30,Domestic,No obstcale,,No,No,Manufacturing
Green,120,25,Foreign,Minor obstcale,,No,No,Manufacturing
Green,120,19,Domestic,No obstcale,,No,No,Manufacturing
Green,110,20,Domestic,Minor obstcale,,Yes,No,Manufacturing
Green,120,30,Foreign,No obstcale,,No,No,Manufacturing
Green,197,30,Foreign,Minor obstcale,,Yes,No,Manufacturing
Green,110,40,Foreign,Minor obstcale,,Yes,No,Manufacturing
Green,150,50,Domestic,Moderate obstcale,,Yes,No,Manufacturing
Green,100,55,Domestic,Major obstcale,,No,Yes,Manufacturing
Green,220,50,Foreign,Minor obstcale,,Yes,No,Manufacturing
Green,110,50,Domestic,Minor obstcale,,No,No,Manufacturing
Green,100,40,Domestic,No obstcale,,No,No,Manufacturing
Green,100,50,Domestic,Minor obstcale,,Yes,No,Manufacturing
Green,95,35,Domestic,No obstcale,,No,No,Manufacturing
Green,110,50,Domestic,Minor obstcale,,Yes,No,Manufacturing
Green,135,30,Domestic,Major obstcale,,Yes,Yes,Manufacturing
Green,138,60,Domestic,Moderate obstcale,,Yes,Yes,Manufacturing
Green,180,30,Domestic,Moderate obstcale,,Yes,No,Manufacturing
Green,250,40,Foreign,Moderate obstcale,,Yes,No,Manufacturing
Green,100,15,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,145,60,Domestic,No obstcale,,No,No,Manufacturing
Green,150,35,Foreign,Moderate obstcale,,Yes,No,Manufacturing
Green,110,30,Domestic,Moderate obstcale,,Yes,No,Manufacturing
Green,170,30,Domestic,No obstcale,,Yes,No,Manufacturing
Green,200,40,Domestic,Moderate obstcale,,Yes,No,Manufacturing
Green,120,30,Domestic,No obstcale,,Yes,No,Garments
Green,120,50,Domestic,Minor obstcale,,No,No,Manufacturing
Green,170,20,Foreign,No obstcale,,Yes,No,Retail
Green,100,20,Domestic,Moderate obstcale,,No,No,Services
Green,160,30,Domestic,No obstcale,,No,No,Services
Green,190,40,Domestic,Moderate obstcale,,Yes,Yes,Food
Green,150,40,Domestic,Minor obstcale,,Yes,No,Services
Green,100,40,Domestic,Moderate obstcale,,No,No,Services
Green,110,25,Domestic,No obstcale,,No,No,Hotel and restaurants
Green,8,15,Domestic,Severe obstcale,,Yes,Yes,Retail
Green,112,2,Domestic,Moderate obstcale,,No,No,Retail
Green,16,30,Domestic,Moderate obstcale,,Yes,Yes,Retail
Green,15,40,Domestic,Moderate obstcale,,No,No,Retail
Green,180,40,Domestic,Moderate obstcale,,Yes,Yes,Retail
Green,120,59,Domestic,Moderate obstcale,,Yes,Yes,Retail
Green,25,23,Domestic,Major obstcale,,Yes,Yes,Retail
Green,135,55,Domestic,Moderate obstcale,,Yes,No,Retail
Green,33,30,Domestic,Minor obstcale,,No,No,Retail
Green,70,30,Domestic,No obstcale,,No,No,Retail
Green,105,5,Domestic,No obstcale,,No,No,Retail
Green,118,10,Domestic,No obstcale,,No,No,Retail
Green,150,50,Domestic,No obstcale,,No,No,Retail
Green,100,40,Domestic,No obstcale,,No,No,Retail
Green,107,26,Domestic,No obstcale,,Yes,Yes,Construction
Green,12,4,Domestic,Major obstcale,,No,No,Food
Green,38,25,Domestic,No obstcale,,No,No,Retail
Green,140,26,Domestic,No obstcale,,No,Yes,Construction
Green,85,35,Domestic,No obstcale,,No,Yes,Wholesale
Green,116,25,Domestic,Minor obstcale,,Yes,No,Retail
Green,105,30,Domestic,Moderate obstcale,,No,Yes,Food
Green,13,30,Domestic,Minor obstcale,,No,No,Manufacturing
Green,30,10,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,200,5,Domestic,No obstcale,,Yes,Yes,Food
Green,142,10,Domestic,No obstcale,,No,No,Manufacturing
Green,118,37,Domestic,No obstcale,,Yes,Yes,Manufacturing
Green,29,43,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,8,10,Domestic,No obstcale,,No,No,Wholesale
Green,25,29,Domestic,Moderate obstcale,,No,No,Garments
Green,12,40,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,158,15,Foreign,No obstcale,,Yes,No,Retail
Green,18,20,Domestic,Major obstcale,,No,No,Manufacturing
Green,57,20,Domestic,Moderate obstcale,,No,No,Garments
Green,96,28,Domestic,Minor obstcale,,No,No,Construction
Green,200,15,Domestic,No obstcale,,Yes,Yes,Retail
Green,48,23,Domestic,No obstcale,,No,No,Manufacturing
Green,170,20,Foreign,No obstcale,,Yes,No,Manufacturing
Green,5,17,Domestic,No obstcale,,No,Yes,Services
Green,50,40,Domestic,No obstcale,,No,Yes,Manufacturing
Green,198,20,Domestic,Minor obstcale,,No,Yes,Manufacturing
Green,113,10,Domestic,No obstcale,,No,Yes,Construction
Green,140,20,Domestic,No obstcale,,Yes,No,Food
Green,82,2,Domestic,No obstcale,,Yes,No,Food
Green,210,30,Domestic,No obstcale,,No,Yes,Manufacturing
Green,210,5,Domestic,Minor obstcale,,Yes,Yes,Services
Green,187,37,Domestic,Moderate obstcale,,No,No,Construction
Green,159,30,Domestic,No obstcale,,No,Yes,Food
Green,30,20,Domestic,No obstcale,,No,Yes,Construction
Green,135,5,Domestic,Minor obstcale,,Yes,Yes,Manufacturing
Green,12,15,Domestic,Minor obstcale,,No,Yes,Retail
Green,25,28,Domestic,Major obstcale,,No,Yes,Manufacturing
Green,150,13,Domestic,No obstcale,,No,No,Wholesale
Green,240,30,Domestic,No obstcale,,No,No,Wholesale
Green,13,35,Domestic,No obstcale,,Yes,No,Manufacturing
Green,89,20,Domestic,No obstcale,,No,No,Retail
Green,132,35,Domestic,No obstcale,,No,No,Services
Green,43,26,Domestic,No obstcale,,No,No,Services
Green,23,26,Domestic,No obstcale,,No,No,Retail
Green,24,12,Domestic,No obstcale,,No,No,Food
Green,148,25,Domestic,Moderate obstcale,,Yes,Yes,Services
Green,245,23,Domestic,No obstcale,,Yes,No,Food
Green,80,15,Domestic,No obstcale,,No,Yes,Food
Green,200,10,Domestic,Major obstcale,,Yes,No,Services
Green,23,21,Domestic,No obstcale,,No,No,Retail
Green,11,32,Domestic,Minor obstcale,,No,No,Manufacturing
Green,11,21,Domestic,No obstcale,,No,No,Retail
Green,11,30,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,48,30,Domestic,No obstcale,,Yes,No,Wholesale
Green,23,22,Foreign,No obstcale,,No,Yes,Services
Green,37,10,Domestic,Moderate obstcale,,Yes,Yes,Hotel and restaurants
Green,240,7,Domestic,No obstcale,,No,No,Retail
Green,60,19,Domestic,No obstcale,,No,No,Manufacturing
Green,12,25,Domestic,Severe obstcale,,No,Yes,Construction
Green,52,12,Foreign,No obstcale,,No,No,Wholesale
Green,45,25,Domestic,No obstcale,,No,No,Construction
Green,145,20,Foreign,No obstcale,,No,No,Retail
Green,175,16,Domestic,Minor obstcale,,Yes,No,Manufacturing
Green,166,30,Foreign,No obstcale,,Yes,No,Manufacturing
Green,7,30,Foreign,No obstcale,,No,Yes,Wholesale
Green,14,16,Domestic,No obstcale,,No,Yes,Manufacturing
Green,10,17,Domestic,No obstcale,,Yes,No,Services
Green,217,13,Domestic,No obstcale,,No,No,Retail
Green,102,10,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Green,165,5,Foreign,No obstcale,,Yes,No,Manufacturing
Green,25,29,Domestic,No obstcale,,No,No,Hotel and restaurants
Green,70,20,Domestic,No obstcale,,No,Yes,Food
Green,80,20,Foreign,No obstcale,,No,No,Retail
Green,150,20,Domestic,Minor obstcale,,Yes,Yes,Food
Green,6,37,Domestic,No obstcale,,No,No,Wholesale
Green,31,7,Domestic,No obstcale,,No,Yes,Manufacturing
Green,8,13,Domestic,No obstcale,,No,Yes,Manufacturing
Green,142,11,Domestic,No obstcale,,No,Yes,Retail
Green,12,10,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Green,52,11,Domestic,No obstcale,,No,No,Hotel and restaurants
Green,31,13,Foreign,No obstcale,,Yes,Yes,Hotel and restaurants
Green,7,20,Domestic,No obstcale,,No,Yes,Manufacturing
Green,6,10,Foreign,No obstcale,,No,No,Wholesale
Green,5,9,Domestic,Minor obstcale,,No,No,Construction
Green,85,25,Domestic,No obstcale,,No,No,Manufacturing
Green,7,8,Domestic,Moderate obstcale,,No,Yes,Retail
Green,39,30,Domestic,Minor obstcale,,No,No,Retail
Green,50,20,Domestic,No obstcale,,No,No,Retail
Green,15,14,Domestic,Minor obstcale,,No,Yes,Wholesale
Green,8,6,Domestic,No obstcale,,No,Yes,Retail
Green,132,15,Foreign,Minor obstcale,,No,Yes,Wholesale
Green,18,15,Domestic,No obstcale,,No,No,Construction
Green,5,18,Domestic,No obstcale,,No,No,Wholesale
Green,13,3,Domestic,No obstcale,,No,No,Retail
Green,17,19,Domestic,No obstcale,,No,No,Retail
Green,48,20,Domestic,No obstcale,,No,No,Retail
Green,40,7,Domestic,Moderate obstcale,,No,Yes,Retail
Green,6,5,Domestic,No obstcale,,No,No,Hotel and restaurants
Green,98,6,Domestic,No obstcale,,No,Yes,Services
Green,34,10,Domestic,Moderate obstcale,,No,Yes,Retail
Green,206,25,Foreign,Moderate obstcale,,No,Yes,Retail
Green,186,10,Domestic,No obstcale,,Yes,Yes,Construction
Green,44,20,Domestic,No obstcale,,No,No,Retail
Green,165,15,Foreign,No obstcale,,No,No,Services
Green,5,3,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Green,12,3,Domestic,Severe obstcale,,Yes,No,Food
Green,9,24,Domestic,No obstcale,,No,Yes,Hotel and restaurants
Green,6,1,Domestic,No obstcale,,No,Yes,Hotel and restaurants
Green,40,10,Foreign,Major obstcale,,No,No,Retail
Green,12,5,Foreign,No obstcale,,No,Yes,Wholesale
Green,44,25,Domestic,Moderate obstcale,,No,Yes,Wholesale
Green,16,45,Domestic,No obstcale,,No,No,Food
Green,9,15,Domestic,Moderate obstcale,,No,Yes,Food
Green,25,31,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,8,37,Domestic,No obstcale,,No,No,Garments
Green,110,15,Domestic,No obstcale,,No,No,Manufacturing
Green,18,20,Domestic,No obstcale,,Yes,No,Manufacturing
Green,43,15,Domestic,Minor obstcale,,No,No,Manufacturing
Green,250,14,Foreign,No obstcale,,Yes,No,Manufacturing
Green,4,25,Domestic,No obstcale,,No,Yes,Manufacturing
Green,11,26,Domestic,Minor obstcale,,No,Yes,Manufacturing
Green,8,15,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Green,57,22,Domestic,Minor obstcale,,No,Yes,Manufacturing
Green,29,30,Domestic,No obstcale,,No,Yes,Manufacturing
Green,35,35,Domestic,No obstcale,,No,No,Construction
Green,98,15,Domestic,Major obstcale,,No,Yes,Manufacturing
Green,17,44,Domestic,Minor obstcale,,No,No,Manufacturing
Green,28,10,Domestic,No obstcale,,Yes,No,Manufacturing
Green,15,25,Domestic,No obstcale,,No,No,Manufacturing
Green,1,20,Foreign,No obstcale,,No,No,Manufacturing
Green,94,16,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Green,15,17,Domestic,No obstcale,,No,No,Manufacturing
Green,190,15,Domestic,Minor obstcale,,Yes,No,Manufacturing
Green,28,20,Domestic,No obstcale,,No,Yes,Manufacturing
Green,48,22,Domestic,No obstcale,,No,No,Manufacturing
Green,15,50,Domestic,No obstcale,,No,No,Manufacturing
Green,117,15,Domestic,Moderate obstcale,,No,No,Services
Green,33,24,Domestic,Minor obstcale,,Yes,Yes,Manufacturing
Green,7,36,Foreign,No obstcale,,No,No,Manufacturing
Green,29,5,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,50,34,Domestic,Moderate obstcale,,No,No,Construction
Green,28,15,Domestic,No obstcale,,No,No,Construction
Green,35,35,Domestic,No obstcale,,No,No,Construction
Green,43,25,Domestic,No obstcale,,Yes,No,Wholesale
Green,120,40,Domestic,No obstcale,,No,No,Construction
Green,8,14,Domestic,No obstcale,,No,No,Services
Green,32,35,Domestic,Moderate obstcale,,No,Yes,Services
Green,18,26,Foreign,Minor obstcale,,Yes,Yes,Services
Green,23,26,Domestic,Minor obstcale,,No,No,Wholesale
Green,12,28,Domestic,Moderate obstcale,,No,No,Wholesale
Green,23,23,Domestic,No obstcale,,No,No,Wholesale
Green,56,26,Domestic,No obstcale,,No,Yes,Wholesale
Green,6,27,Domestic,No obstcale,,No,No,Retail
Green,38,26,Domestic,Minor obstcale,,No,Yes,Manufacturing
Green,10,33,Domestic,Minor obstcale,,No,No,Wholesale
Green,14,23,Foreign,No obstcale,,No,No,Wholesale
Green,19,40,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,35,16,Domestic,Moderate obstcale,,No,Yes,Retail
Green,5,20,Domestic,No obstcale,,No,Yes,Retail
Green,120,20,Domestic,Severe obstcale,,No,No,Retail
Green,63,14,Domestic,No obstcale,,Yes,Yes,Retail
Green,30,35,Domestic,No obstcale,,No,No,Retail
Green,50,18,Domestic,No obstcale,,No,Yes,Retail
Green,99,20,Domestic,No obstcale,,No,No,Wholesale
Green,70,15,Domestic,No obstcale,,No,Yes,Retail
Green,45,30,Domestic,No obstcale,,No,No,Retail
Green,12,13,Domestic,No obstcale,,No,No,Retail
Green,8,11,Domestic,No obstcale,,No,Yes,Retail
Green,30,18,Foreign,No obstcale,,Yes,Yes,Retail
Green,10,28,Domestic,No obstcale,,No,No,Manufacturing
Green,35,33,Domestic,No obstcale,,No,No,Retail
Green,26,25,Domestic,No obstcale,,No,No,Hotel and restaurants
Green,6,20,Domestic,No obstcale,,No,No,Retail
Green,20,5,Domestic,No obstcale,,No,Yes,Retail
Green,18,29,Domestic,No obstcale,,No,Yes,Retail
Green,50,28,Domestic,Minor obstcale,,No,No,Hotel and restaurants
Green,30,27,Domestic,No obstcale,,No,Yes,Services
Green,150,4,Domestic,No obstcale,,No,No,Food
Green,12,14,Domestic,No obstcale,,No,No,Hotel and restaurants
Green,14,6,Domestic,Minor obstcale,,No,Yes,Manufacturing
Green,44,12,Domestic,Minor obstcale,,No,No,Food
Green,16,16,Domestic,No obstcale,,No,Yes,Manufacturing
Green,53,6,Domestic,No obstcale,,Yes,Yes,Manufacturing
Green,24,13,Domestic,No obstcale,,No,Yes,Hotel and restaurants
Green,17,13,Domestic,No obstcale,,No,No,Retail
Green,6,50,Domestic,Severe obstcale,,No,No,Manufacturing
Green,61,12,Domestic,Minor obstcale,,No,No,Construction
Green,44,5,Domestic,Minor obstcale,,No,No,Retail
Green,7,16,Domestic,No obstcale,,Yes,Yes,Manufacturing
Green,5,6,Domestic,No obstcale,,No,No,Manufacturing
Green,16,12,Domestic,No obstcale,,No,No,Services
Green,6,5,Domestic,Major obstcale,,No,No,Manufacturing
Green,12,10,Foreign,No obstcale,,No,No,Manufacturing
Green,9,1,Domestic,No obstcale,,No,No,Services
Green,25,2,Foreign,Moderate obstcale,,Yes,Yes,Food
Green,3,34,Domestic,No obstcale,,No,Yes,Manufacturing
Green,25,13,Domestic,No obstcale,,Yes,Yes,Food
Green,30,30,Domestic,No obstcale,,No,Yes,Construction
Green,11,16,Domestic,No obstcale,,No,Yes,Construction
Green,5,2,Domestic,Minor obstcale,,No,No,Services
Green,56,18,Domestic,Moderate obstcale,,No,No,Food
Green,85,14,Domestic,Minor obstcale,,No,No,Construction
Green,96,17,Domestic,Minor obstcale,,No,No,Wholesale
Green,9,7,Domestic,Minor obstcale,,No,No,Food
Green,22,2,Domestic,No obstcale,,No,No,Food
Green,5,23,Domestic,Minor obstcale,,Yes,No,Retail
Green,25,6,Domestic,No obstcale,,No,No,Retail
Green,100,22,Foreign,No obstcale,,No,No,Hotel and restaurants
Green,41,25,Domestic,No obstcale,,No,No,Retail
Green,8,28,Domestic,No obstcale,,No,No,Construction
Green,138,3,Domestic,No obstcale,,No,No,Food
Green,120,15,Domestic,No obstcale,,Yes,No,Food
Green,6,10,Domestic,Minor obstcale,,No,No,Manufacturing
Green,22,10,Domestic,No obstcale,,No,No,Manufacturing
Green,6,18,Domestic,Major obstcale,,No,Yes,Food
Green,30,30,Domestic,Major obstcale,,Yes,Yes,Manufacturing
Green,7,6,Domestic,Minor obstcale,,No,No,Manufacturing
Green,10,3,Domestic,No obstcale,,No,No,Food
Green,16,3,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Green,10,15,Domestic,No obstcale,,No,No,Manufacturing
Green,5,6,Domestic,No obstcale,,No,Yes,Manufacturing
Green,15,28,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Green,10,6,Domestic,No obstcale,,No,No,Services
Green,13,7,Domestic,Minor obstcale,,No,Yes,Food
Green,14,23,Domestic,No obstcale,,No,No,Manufacturing
Green,16,17,Domestic,Severe obstcale,,No,Yes,Construction
Green,25,7,Domestic,Major obstcale,,No,Yes,Manufacturing
Green,40,10,Domestic,No obstcale,,No,Yes,Manufacturing
Green,22,12,Foreign,No obstcale,,No,No,Manufacturing
Green,17,37,Domestic,Moderate obstcale,,No,No,Food
Green,13,44,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Green,14,10,Domestic,Severe obstcale,,No,No,Food
Green,28,48,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,18,11,Domestic,No obstcale,,No,Yes,Manufacturing
Green,29,18,Domestic,No obstcale,,No,No,Food
Green,26,4,Domestic,Minor obstcale,,No,No,Manufacturing
Green,30,10,Domestic,No obstcale,,No,Yes,Manufacturing
Green,31,25,Domestic,Moderate obstcale,,Yes,Yes,Food
Green,30,13,Domestic,No obstcale,,No,Yes,Food
Green,68,8,Domestic,No obstcale,,No,No,Food
Green,9,5,Domestic,Minor obstcale,,No,No,Manufacturing
Green,103,3,Foreign,No obstcale,,No,No,Manufacturing
Green,87,6,Domestic,No obstcale,,Yes,Yes,Manufacturing
Green,103,4,Domestic,No obstcale,,No,Yes,Manufacturing
Green,107,18,Domestic,No obstcale,,No,No,Manufacturing
Green,12,1,Domestic,Severe obstcale,,No,No,Food
Green,142,19,Domestic,No obstcale,,No,No,Manufacturing
Green,120,6,Domestic,No obstcale,,No,Yes,Manufacturing
Green,210,8,Domestic,No obstcale,,No,No,Manufacturing
Green,230,1,Domestic,No obstcale,,No,No,Manufacturing
Green,24,1,Domestic,Minor obstcale,,No,Yes,Food
Green,15,37,Domestic,No obstcale,,No,Yes,Garments
Green,15,24,Domestic,Minor obstcale,,Yes,Yes,Manufacturing
Green,170,40,Domestic,Moderate obstcale,,No,No,Garments
Green,8,10,Domestic,No obstcale,,No,No,Retail
Green,120,11,Domestic,No obstcale,,Yes,No,Retail
Green,9,10,Domestic,No obstcale,,No,Yes,Retail
Green,5,7,Domestic,Minor obstcale,,No,No,Retail
Green,8,24,Domestic,No obstcale,,Yes,Yes,Retail
Green,10,14,Domestic,No obstcale,,No,No,Retail
Green,5,3,Domestic,Moderate obstcale,,No,Yes,Retail
Green,10,14,Domestic,No obstcale,,No,No,Retail
Green,28,15,Domestic,Moderate obstcale,,No,No,Retail
Green,29,2,Domestic,Minor obstcale,,No,No,Retail
Green,27,5,Domestic,No obstcale,,No,No,Retail
Green,32,10,Domestic,No obstcale,,No,Yes,Retail
Green,36,13,Domestic,Moderate obstcale,,No,Yes,Retail
Green,35,20,Domestic,No obstcale,,No,Yes,Wholesale
Green,78,10,Foreign,Major obstcale,,No,No,Services
Green,80,20,Domestic,Moderate obstcale,,No,No,Retail
Green,105,10,Domestic,Minor obstcale,,No,No,Wholesale
Green,60,10,Domestic,Minor obstcale,,No,Yes,Retail
Green,139,10,Foreign,No obstcale,,No,No,Garments
Green,185,7,Domestic,No obstcale,,No,No,Retail
Green,5,5,Domestic,No obstcale,,No,Yes,Retail
Green,5,4,Domestic,No obstcale,,No,No,Retail
Green,40,20,Domestic,Minor obstcale,,Yes,No,Wholesale
Green,8,2,Domestic,Moderate obstcale,,No,No,Retail
Green,6,8,Domestic,Minor obstcale,,No,No,Retail
Green,7,3,Domestic,Minor obstcale,,No,Yes,Hotel and restaurants
Green,7,16,Domestic,No obstcale,,No,Yes,Construction
Green,10,2,Domestic,No obstcale,,No,No,Retail
Green,11,40,Domestic,Minor obstcale,,No,Yes,Retail
Green,8,8,Domestic,Minor obstcale,,No,Yes,Hotel and restaurants
Green,10,6,Domestic,No obstcale,,No,No,Hotel and restaurants
Green,6,3,Domestic,No obstcale,,No,No,Construction
Green,22,20,Domestic,No obstcale,,Yes,Yes,Construction
Green,10,10,Domestic,No obstcale,,No,No,Construction
Green,44,16,Domestic,Moderate obstcale,,No,No,Construction
Green,14,2,Domestic,No obstcale,,No,No,Retail
Green,18,10,Domestic,Minor obstcale,,No,No,Hotel and restaurants
Green,20,14,Domestic,No obstcale,,Yes,No,Wholesale
Green,21,8,Domestic,No obstcale,,No,No,Services
Green,28,6,Foreign,No obstcale,,No,No,Wholesale
Green,60,26,Domestic,No obstcale,,Yes,No,Services
Green,8,30,Domestic,No obstcale,,No,No,Construction
Green,42,4,Domestic,No obstcale,,No,No,Hotel and restaurants
Green,60,3,Domestic,Major obstcale,,No,Yes,Retail
